,url,title,article,date,publisher,trust,avg_score
20699,https://niburu.co/14170,Maxima beschuldigd van medeplichtigheid moord journalist Khashoggi (video),"Tijdens de G-20 top in Osaka had Maxima een gezellig onderonsje met Mohammed Bin Salman, de  moordenaar van journalist Khashoggi.[3] 
Er werd tijdens dat onderonsje met geen woord over die moord gerept en dat gaat zelfs de VN te ver die Maxima vanwege haar zwijgen dan ook beschuldigt van medeplichtigheid.[4] 
We kregen een prachtig staaltje te zien van hoe de wereld werkelijk in elkaar steekt op de G-20 in Osaka.[0] 
De grotere belangen gaan boven alles en of iemand dan opdracht heeft gegeven om een ander mens te vermoorden en in stukken te hakken, is dan even niet belangrijk.[0] 
En zo kan het gebeuren dat Maxima doodleuk met Mohammed Bin Salman (MBS) zat te keuvelen alsof er nooit iets is voorgevallen.[0] 
Wanneer je de volgende afbeelding goed bekijkt, dan lijkt het alsof ze ook nog van hem onder de indruk is.[0] 
Wie van ons zou zoiets kunnen doen?[0] 
Wie van ons zou met een dergelijke man gewoon kunnen praten over allerlei zaken en net doen alsof er helemaal niets aan de hand is?[0] 
Als je dat kunt doen, zoals een Maxima dat doet, dan laat je daarmee ook direct zien dat jij zelf ook bereid bent over lijken te gaan.[0] 
De kritiek zwelt aan op de ontmoeting die koningin Máxima had met de Saoedische kroonprins Mohammed bin Salman.[1] 
",30-6-2019,niburu,untrusted,2.67
19371,https://www.ninefornews.nl/wetenschappers-ontdekken-vijfde-natuurkracht/,Hongaarse wetenschappers ontdekken ‘mysterieuze vijfde natuurkracht’. Dit kan een gamechanger zijn,"Wetenschappers hebben naar eigen zeggen een vijfde natuurkracht ontdekt die onze kijk op het universum weleens drastisch zou kunnen veranderen.[1] 
Onderzoekers van de Hongaarse Academie van Wetenschappen zagen een heliumatoom op een vreemde manier vervallen naar een ander deeltje die niet kon worden verklaard door de huidige natuurkunde.[1] 
Hoofdonderzoeker Attila Krasznahorkay en zijn team hebben dit nieuwe deeltje X17 genoemd.[1] 
“X17 is mogelijk een deeltje dat onze zichtbare wereld verbindt met de donkere materie,” zei hij tegen CNN.[1] 
Professor Jonathan Feng van de Universiteit van Californië – Irvine, die het werk van Krasznahorkay nauwgezet heeft gevolgd, zei dat dit weleens een ‘gamechanger’ zou kunnen zijn. 
Als het onderzoek kan worden herhaald, moet hij de Nobelprijs krijgen, aldus Feng.[1] 
De ontdekking kan onze kijk op de werking het universum drastisch veranderen.[0] 
Volgens het huidige model zijn er vier fundamentele natuurkachten: zwaartekracht, elektromagnetisme, en de zwakke en sterke kracht tussen atomen.[1] 
Krasznahorkay en zijn team suggereren nu dat er nog een vijfde kracht is.[1] 
Wetenschappers theoretiseren al decennia over een vijfde natuurkracht.[1] ",2019-11-25,ninefornews,untrusted,1
17554,https://www.ninefornews.nl/klimaatkoploper-nederland-verbrandt-oerbossen-van-estland-dit-moet-nu-stoppen/,‘Klimaatkoploper’ Nederland verbrandt oerbossen van Estland. ‘Dit moet nu stoppen!’,"Nederland wil internationaal klimaatkoploper worden.[0] 
In de praktijk is ons land koploper landschap verwoesten.[0]
Eerder onthulde EenVandaag hoe in de Verenigde Staten in razend tempo bos wordt gekapt om te voorzien in de groeiende vraag naar biomassa in Nederland.[1]
“Het landschap is hier volledig verwoest,” zei een milieuactiviste.[1] 
Nu blijkt dat er scheepsladingen met bomen uit oerbossen in Estland in Nederlandse houtovens verdwijnen.[1]
Ook dit is een rechtstreeks gevolg van grootschalig subsidiëren van biomassa door de Nederlandse overheid.[0] 
De provincie Noord-Holland gaf deze maand een vergunning af voor een biomassacentrale in Diemen, binnenkort mogelijk de grootste in Nederland.[1] 
FvD reageert: “Vanwege de klimaatdoelen die GroenLinks en PvdA in de wet hebben gezet, verbrandt Nederland nu de oerbossen van Estland.[1] 
We moeten nu STOPPEN met biomassa en klimaatalarmisme – en in plaats daarvan een rationeel energiebeleid voeren!”[1] ",2020-04-28,ninefornews,untrusted,1
16891,https://www.martinvrijland.nl/nieuws-analyses/zal-het-systeem-uit-zichzelf-in-elkaar-zal-storten-ook-als-we-helemaal-niets-doen/,"Zal het systeem uit zichzelf in elkaar storten, ook als we helemaal niets doen?","Iedereen kan het masterscript herkennen dat zich nu in sneltrein vaart ontvouwt.[0] 
Half levende lijken als Henry Kissenger en andere oude rotten in de politiek lijken zich nog steeds druk te maken over het slagen van de New World Order en spreken zich nog steeds uit, al is het met 1 been in het graf.[5] 
De elitaire groep die het masterscript via de bekende machtsstructuren probeert te sturen, lijkt volledig grip op de zaak te hebben en elke revolutie, zoals die we nu zien vanuit de Black Lives Matter (BLM) movement, lijkt volledig door hen georkestreerd.[5] 
Toch zijn ze blijkbaar zo onzeker van hun zaak, dat ze op hoogbejaarde leeftijd nog steeds proberen de agenda te sturen.[5] 
Zij, de scriptmasters, moeten ons in hun greep houden en we mogen niet ontwaken.[0] 
De BLM revolutie die zich nu ontvouwt is onderdeel van hun masterscript gebaseerd op het Ordo ab Chao spel dat al zo oud is als de weg naar Rome (zoals hier beschreven).[5] 
De afgelopen tijd heb ik enkele initiatieven gelanceerd om te kijken of er nog enige beweging in de massa te krijgen is om zelf het heft in handen te nemen (voorbeeld).[0] 
Het lijkt eenvoudiger om de massa via media en social media te hypnotiseren en op de golven van een gecontroleerde BLM opstand te doen meebewegen, dan mensen uit hun programmering te schudden.[0] 
Dat is in zeker zin vooral een bewijs dat de ontwaking nog marginaal is.[0] 
De programmering zit erg diep en het overstijgen van diepere vormen van programmering vergt een radicale shift.[0] ",9-6-2020,martinvrijland,untrusted,5
23292,https://www.telegraaf.nl/lifestyle/1507752245/wij-hebben-de-grutto-maar-elk-land-heeft-z-n-eigen-nationale-vogel,"Wij hebben de grutto, maar elk land heeft z’n eigen nationale vogel","Onze nationale trots, de Grutto, is weer terug![1] 
De de hele dag zijn eigen naam roepende vogel is het symbool van Nederland.[2] 
Ook andere landen kennen een nationale vogel.[1] 
De zwavelborsttoekan (Ramphastos sulfuratus) leeft in kleine groepen in de tropische bossen van Venezuela, Colombia en Zuid-Mexico.[1] 
De Gallische haan is in Frankrijk het symbool van waakzaamheid en trots.[1] 
Daarom ook staat de nationale Franse vogel op munten en postzegels afgebeeld.[1] 
Geel, rood en blauw en iets groen: de nationale vogel van Honduras is een opvallende.[1] 
Ook deze vind je vooral in tropische bossen, maar helaas, net als onze grutto, steeds minder.[1] 
Het mannetje is een waar pronkstuk: dat heeft een felblauw voorlijf en pronkveren, die hij uitzett tijdens de balts.[1] 
De vrouwtjes zijn bruinig.[4] ",15-3-2021,telegraaf,trusted,1.4
10704,https://speld.nl/2018/08/03/4-succesvolle-gewoontes-van-succesvolle-mensen-waarmee-jij-ook-succesvol-wordt/,4 succesvolle gewoontes van succesvolle mensen waarmee jij ook succesvol wordt,"Succesvolle mensen als Jeff Bezos, Elon Musk en Warren Buffett bulken ervan: succes.[0] 
Maar als je denkt dat succes alleen voor succesvolle mensen is weggelegd, heb je het mis.[0] 
Met deze 4 gewoontes van succesvolle mensen kan jij ook leren om met succes succesvol te zijn.[0] 
Maak van succes een gewoonte.[0]
Mensen met succes hebben de gewoonte om succesvol te zijn.[0] 
Jeff Bezos richt zijn dag altijd zo in dat hij succesvol is.[0] 
Hij doet dat omdat hij zonder succes minder succesvol zou zijn.[0] 
Zodra je een gewoonte maakt van succesvol zijn, weet je niet beter.[0]  
Het openen van je ogen in de ochtend is een succes.[0] 
Je eerste stap uit bed is een succes.[0]",3-8-2018,speld,untrusted,0
5146,www.volkskrant.nl/nieuws-achtergrond/met-deze-elektronische-hulpmiddelen-worden-auto-s-alsmaar-veiliger~babf8f5d/,Met deze elektronische hulpmiddelen worden auto's alsmaar veiliger,"Terwijl het aantal verkeersslachtoffers op de fiets groeit, worden auto's steeds veiliger: de kans om in een moderne auto bij een ongeval om het leven te komen of zwaar gewond te raken is het afgelopen decennium tot 40 procent afgenomen.[1]
Dit is onder meer te danken aan elektronische hulpmiddelen en verplichte verlichting overdag.[1] 
Ook overige verkeersdeelnemers profiteren.Elektronica die de automobilist helpen zijn voertuig beter onder controle te houden, zoals stabiliteitscontrole ESP, maken auto's veel veiliger, blijkt uit een inventarisering van het wetenschappelijke verkeersinstituut SWOV in opdracht van de Rai Vereniging.[1] 
Doordat ESP sinds enkele jaren verplicht is, zal 60 procent van de personenauto's er rond de decenniumwisseling mee rondrijden.[1] 
Dit scheelt naar schatting jaarlijks tien slachtoffers.[1] 
Ook dagrijverlichting leidt in 2020 tot tien minder slachtoffers per jaar.[1] 
Dat zou een daling van 10 procent betekenen ten opzichte van het aantal verkeersdoden in de auto.[1]
De nieuwste systemen kunnen een nog grotere bijdrage leveren, denkt Rob Eenink, onderzoeker verkeersveiligheid bij SWOV.[1]
 'Ik verwacht vooral veel van systemen die automatisch remmen als een botsing onvermijdelijk is', zegt hij.[0]
Zeker als dit gebeurt in combinatie met een radarsysteem dat de automobilist waarschuwt als deze te dicht op zijn voorganger zit.[0]",2018-04-25,vk,trusted,1
10180,https://speld.nl/2020/12/18/met-deze-academische-schrijftips-zorg-je-ervoor-dat-niemand-je-paper-per-ongeluk-kan-begrijpen/,Met deze academische schrijftips zorg je ervoor dat niemand je paper per ongeluk kan begrijpen,"Heb je een academisch paper geschreven en merk je dat anderen de inhoud ervan begrijpen?[0] 
Dan gaat er iets niet helemaal goed.[0] 
Hier een aantal schrijftips om je paper onbegrijpelijk te maken.[0] 
De importance van Engelse concepten in de sentence-construction is onlosmakelijk verbonden met de belonging van de paper tot de identity van academici, waarbij framing van de inhoud de juiste social landscapes creëert.[0] 
Vergeet deze niet toe te voegen dus.[0]
Abstracte begrippen niet onduidelijk genoeg?[0] 
Het aanstippen van meervoudigheid zal de problematieken omtrent de tekstualiteit benadrukken.[0] 
Zo denken gewone mensen dat ze een seksualiteit hebben maar jij weet wel beter: ze hebben seksualiteiten.[0] 
Voelt dat als willekeurigheden?[0] 
Dat zijn ook willekeurigheden.[0] ",18-12-2020,speld,untrusted,0
18738,https://www.ninefornews.nl/omvang-huidige-slavernij-groter-ooit/,De omvang van de huidige slavernij is groter dan ooit. Hoe het huidige slavernijsysteem werkt (en waarom ook jij een slaaf bent),"Slavernij is een situatie waarin de één bezitter wordt van de opbrengst van arbeid van de ander.[2] 
Er is sprake van een slavernijsysteem, wanneer zeer weinigen eigenaar worden van de opbrengst van arbeid van zeer velen.[0] 
Wanneer veel slaven hun opbrengst van arbeid dus moeten afstaan aan één of enkele bazen.[0] 
Eigendom is: “dat wat iemand eigen is”. [1]
Wat ons eigen is, is onze tijd van leven en onze levensenergie.[0] 
In een rechtmatige situatie kunnen we kiezen wanneer en hoe we die tijd en energie inzetten.[0] 
De opbrengst van die inzet is dan ons eigendom.[0] 
Zowel onze tijd van leven, als onze levensenergie, als het resultaat van de inzet daarvan, is ons eigendom.[0] 
Bezit is: “dat wat bezet is”. [0]
Bezit is dus bezet eigendom.[0]",2019-02-03,ninefornews,untrusted,1.5
5235,www.volkskrant.nl/nieuws-achtergrond/2-3-miljoen-spookvarkens-in-nederland-grootschalige-fraude-door-varkensboeren-of-slechte-administratie~b1167960/,"2,3 miljoen spookvarkens in Nederland: grootschalige fraude door varkensboeren of slechte administratie?","Nederland telt grofweg twee tot drie miljoen varkens meer dan dan in de officiële statistieken voorkomen.[1] 
Waar deze 'spookvarkens' zijn gebleven, daarover verschillen de meningen.[0] 
Varkens in Nood stelt dinsdag in een onderzoeksrapport dat sprake is van grootschalige fraude.[0]
De dierenrechtenorganisatie vergelijkt de niet-geregistreerde varkens met de mestfraude die eerder aan het licht is gebracht.[1] 
Hetzelfde netwerk van boeren, transporteurs, makelaars, advocaten en veevoerbedrijven dat actief is in de mestfraude 'is zeer waarschijnlijk ook betrokken bij de verwerking van niet-geregistreerde varkens', aldus Varkens in Nood.[0]
De Wageningse varkenseconoom Robert Hoste (Wageningen University & Research) zegt dat 'het klopt dat er een gat van 2,3 miljoen varkens zit tussen de CBS-statistieken en de databestanden over bijvoorbeeld export- en importcijfers'.[1] 
Maar hij vindt het erg tendentieus om dat louter toe te schrijven aan massale fraude.[0] 
'Ik ken de sector goed, maar ik krijg geen signalen dat er massaal wordt gefraudeerd met zwarte varkens.'[0]
Het is voor varkenshouders lucratief om meer dieren te houden dan is toegestaan en de pakkans is gering, stelt Varkens in Nood.[0] 
Zo besparen de boeren op dure varkensrechten, mestafvoer en belastingafdrachten, terwijl ze extra inkomsten genereren uit de verkoop van de 'zwarte' varkens.[2] 
",2019-01-22,vk,trusted,1.25
13512,https://niburu.co/12413,Spook in Ierse school laat opnieuw van zich horen en hoe (video),"Enkele weken geleden gingen er beelden viraal op internet over spookachtige taferelen in een Ierse school.[1] 
Deze beelden waren inderdaad nogal spectaculair, maar nu is het spook terug met nieuwe beelden en je gelooft je eigen ogen niet.[0] 
Op 1 oktober werden er beveiligingsbeelden vrijgegeven uit een school in Ierland waarop vreemde dingen zijn te zien.[1] 
De beelden zijn echt, want ze zijn door de directie van de school Deerpark CBS uit Cork zelf op Youtube geplaatst.[1]
De opname is gemaakt rond een of drie 's nachts terwijl de school verlaten was en je ziet op de beelden verschillende dingen uit zichzelf bewegen.[1]
Hierbij de eerste opname van 1 oktober 2017: Het is een oud gebouw en dateert al van 1828 volgens de website van de school zelf. [1]
En hoewel je in oude gebouwen soms wel eens vreemde geluiden en dergelijke hoort, zijn bovenstaande beelden daardoor niet te verklaren.[5]
Er is een bepaalde kracht die ervoor zorgt dat de kastjes bewegen en er dingen worden omgegooid.[1] 
De enige vraag die dan rest, is of het een kracht is uit de dimensie waarin wij leven of één die voor ons onzichtbaar is en waar wat wij geesten of spoken noemen, zich ophouden.[5]
We zijn nu meer dan een maand later en er is nog steeds geen enkele verklaring gevonden voor de bizarre activiteiten in de school gedurende die nacht.[5]",12-11-2017,niburu,untrusted,2.33
11185,https://speld.nl/2020/01/17/eerste-knol-court-geopend-voor-kansarme-jongeren/,Eerste Knol Court geopend voor kansarme jongeren,"De Enzo Knol Foundation is begonnen met het aanleggen van Knol Courts voor jongeren die graag vlogger willen worden, maar daar niet de middelen voor hebben.[5]
De naamdrager opende zelf gisteren het eerste Knol Court in zijn geboorteplaats Rolde.[5]
“Geweldig om dit te mogen doen”, sprak hij.[5] 
“Bijna alle jongeren willen vlogger worden, en die droom willen we voor iedereen toegankelijk maken. [5]
Dit is een mooie eerste stap.”[5] 
Het eerste Knol Court is een bakstenen pleintje, begrensd door een grote ijzeren kooi.[5] 
Noodzakelijke maatregelen, aldus de vlogger.[5]  
“Als je open en bloot op straat vlogt, ligt je focus niet bij het deelnemen aan het woon-werkverkeer.[5] 
En je kan niet van automobilisten vragen om iemands vlogambities te prioriteren.[5] 
Met een kooi voorkom je dus een hoop ongelukken.”[5]",17-1-2020,speld,untrusted,5
13067,https://niburu.co/12720,Meer vreemde dingen in de lucht,"Overal ter wereld, van China tot Nederland, worden de laatste weken vreemde dingen waargenomen in de lucht.[5] 
Van een lichtbron aan de hemel voordat de zon opkomt, tot grote bizarre vreemde wolken die niets anders zijn dan grote ruimteschepen in vermomming.[5] 
Iedere week opnieuw worden er vreemde dingen waargenomen boven onze hoofden.[0] 
Een aantal daarvan zal te maken hebben met de eindtijd, weer anderen met buitenaardse bezoekers en voor weer andere fenomenen zal een natuurlijke verklaring te vinden zijn.[4]
Vandaag een aantal van die bijzondere dingen te beginnen in China, waar een vrouw, Zhi Ruo Lu, de volgende opname maakte.[0] 
Ze liep buiten op straat toen ze het fenomeen opmerkte.[0] 
Eerst dacht ze dat ze hier te maken had met een bijzondere wolk, maar toen ineens begon het te gloeien en zich te verwijderen van de andere wolken.[0] 
Van China naar Tenerife waar de volgende opnames werden gemaakt.[0] 
We ontvingen deze via een lezer (dank!) die het volgende zegt:Hierbij een paar mooie foto's van een vreemde ""wolk"" die in Tenerife (Puerto de la Cruz) werd gefotografeerd eind 2017 (september-oktober).[0] 
Ik heb de foto van een vriendin die er woont ontvangen en vond het een zeer vreemd fenomeen.[0] ",22-2-2018,niburu,untrusted,4.67
14151,https://niburu.co/15056,"CO2 en onze gezondheid, deel 3","Het lijkt even rustig op het front van de klimaatdrammers, maar dat is slechts schijn, want binnenkort begint het circus weer opnieuw.[0] 
Maar, wat zijn de gevolgen voor onze gezondheid, zowel fysiek als mentaal, als het CO2 gehalte verder omlaag wordt gebracht?[0] 
Vandaag deel 2 van een serie van 3 artikelen, geschreven door natuurgeneeskundige Toon van de Laat die al eerder een aantal artikelen op deze website publiceerde zoals hier en hier.[0] 
We staan er nauwelijks bij stil en toch is de ademhaling een van de belangrijkste levensfuncties.[1] 
Mensen die een benauwd gevoel hebben, zoals astmatische- en coronapatiënten weten hier alles van.[1] 
Door de luchtvervuiling en verkeerde voeding, vaccinaties en door de stress in onze maatschappij zijn de longproblemen toegenomen.[3] 
Door stress neemt de snelheid van de ademhaling toe, de gemiddelde mens ademt 12 tot 18 maal per minuut.[2] 
Door deze snelle en diepe ademhaling verliezen wij te veel CO2 uit ons lichaam.[2] 
In de natuur wordt altijd naar evenwicht gezocht, ook ons lichaam zoekt naar homeostase.[1] 
Is men zenuwachtig dan gaat men sneller en dieper ademen terwijl we toch niet extra bewegen, dit is niet gezond.[1] ",22-4-2020,niburu,untrusted,1.57
5697,www.volkskrant.nl/nieuws-achtergrond/defensieminister-bijleveld-noemt-vertrek-amerikaanse-ambtsgenoot-mattis-verschrikkelijk~bfa16068/,Defensieminister Bijleveld noemt vertrek Amerikaanse ambtsgenoot Mattis 'verschrikkelijk',"Het vertrek van James Mattis als de Amerikaanse minister van Defensie is 'verschrikkelijk'.[1]
Dat zegt zijn Nederlandse evenknie Ank Bijleveld in een reactie op het aangekondigde opstappen van Mattis donderdagavond.[1] 
Daarnaast reageert Bijleveld zeer kritisch op het bericht dat president Donald Trump een groot deel zijn troepen uit Afghanistan wil terugtrekken.[1]
Een woordvoerder van het ministerie van Defensie bevestigt berichtgeving daarover.[1] 
Volgens Bijleveld hield Mattis, die eind februari opstapt, 'altijd de samenwerking met de bondgenoten in de gaten'.[1] 
'Dat is voor Nederland van ontzettend groot belang.'[1] 
De CDA'er hoopt dat de opvolger van 'Mad Dog' Mattis het huidige beleid voortzet en dat de lijn van 'echt investeren in bondgenootschappen en samenwerking niet verlaten wordt'.[1] 
Mattis' vertrek zou een direct gevolg zijn van het voornemen van Trump om te vertrekken uit Afghanistan, zoals verschillende Amerikaanse media melden.[0]
Volgens de berichten heeft Donald Trump opdracht gegeven om het aantal troepen er drastisch te verminderen.[0] 
In de komende maanden moeten al vijf- tot zevenduizend Amerikaanse militairen terugkeren.[1] ",2018-12-21,vk,trusted,1
4785,www.volkskrant.nl/columns-opinie/opinie-ordinair-gegraai-koninklijke-families-zorgt-dat-hun-functie-als-symbool-voor-een-natie-totaal-ongeloofwaardig-is~bfcc6d05/,Opinie: Ordinair gegraai koninklijke families zorgt dat hun functie als symbool voor een natie totaal ongeloofwaardig is,"Na het lezen over de meer dan honderd woningen die prins Bernhard jr. heeft in Amsterdam, voelde ik net als veel stadgenoten woede opkomen.[0] 
De huizenmarkt in Amsterdam is verpest en de happy few profiteren van de schaarste op de markt.[1] 
Reinout Oerlemans stond ook op die lijst, maar dat deed me niks.[0] 
Waarom zorgt de verrijking van de prins voor zo een groot gevoel van onbehagen?[0] 
Verschil is natuurlijk dat Reinout Oerlemans een echte self made man is en de prins het tegenovergestelde.[1] 
Maar dat is niet het enige.[0]
Een goed functionerende samenleving heeft behoorlijke collectieve voorzieningen nodig als onderwijs, zorg, infrastructuur en betaalbare woningen.[0] 
Deze worden betaald door middel van belasting.[0] 
De belastingmoraal is in Nederland gelukkig bijzonder hoog.[1] 
Een hoge belastingmoraal wijst niet alleen op een effectief controlesysteem, het wijst vooral op een hoog vertrouwen in de democratische instituties van een land.[0] ",2017-11-09,vk,trusted,1
9051,www.ed.nl/show/jeroen-kijk-in-de-vegte-ik-ben-de-maggi-in-de-soep~a777aa78/,Jeroen Kijk in de Vegte: Ik ben de maggi in de soep,"De zondag was zijn dag op de radio, maar Jeroen Kijk in de Vegte (44) gaat vijf dagen aan de slag als sidekick van Jan-Willem Roodbeen in het NPO Radio 2-ochtendprogramma Jan-Willem Start Op.[1]
Hoe waren de reacties?[0]
Kijk in de Vegte: ,,Overweldigend.[0] 
Zoveel felicitaties.[0] 
Via app, Facebook, Instagram, mijn telefoon explodeerde.[0] 
Het hield maar niet op.[0] 
Leek wel een zaak van staatsbelang.[0]
""Nu is de ochtend op de NPO Radio 2 ook wel de Champions League van de radio, toch?[0]
,,Daar hoeven we verder niet ingewikkeld over te doen.[0] 
NPO Radio 2 is ondertussen het grootste station van Nederland en de ochtend is dan wel de Champions League, ja.[1] ",2018-06-21,eindhovensdagblad,trusted,1
23962,https://www.telegraaf.nl/sport/2009610088/ajax-trainer-erik-ten-hag-denkt-aan-opschuiven-bekerfinale-maar-ik-ben-geen-viroloog,Ajax-trainer Erik ten Hag denkt aan opschuiven bekerfinale: ’Maar ik ben geen viroloog’,"Erik ten Hag verzekerde zich woensdag met Ajax voor de finale van de KNVB-beker.[1]
De Amsterdammers boekten bij sc Heerenveen een eenvoudige 0-3 zege, waardoor de recordkampioen zicht houdt op drie prijzen.[1] 
Ten Hag hoopt stiekem dat er bij de eindstrijd in De Kuip fans aanwezig zijn.[0] 
„Het zou mooi zijn als er publiek naar de bekerfinale mag”, zei hij na de overwinning in Friesland.[1]
„Want dat hoort bij een bekerfinale.[1]
Ik ben geen viroloog, dus ik weet niet of dat mogelijk is.[1] 
Ik weet ook niet of het mogelijk is om de bekerfinale bijvoorbeeld een maand later te spelen, zodat de kans groter is dat er fans naar De Kuip mogen.”[1] 
Terug naar de zege in het Friese Haagje.[0] 
„Dit was gewoon een heel goede overwinning”, zei hij.[1] 
„We hebben ze niet in hun spel laten komen.[1] ",4-3-2021,telegraaf,trusted,1
16127,https://niburu.co/12377,Overlevenden schietpartij Las Vegas die spreken over meerdere schutters sterven bij bosjes,"Wanneer je wilt blijven leven na een schietpartij waar ook jij bij was, maar net niet werd doodgeschoten, doe je er goed aan je aan het officiële verhaal te houden.[0]
Een aantal mensen die dat niet deed, zijn of verdwenen of sterven binnen enkele weken nadat ze de schietpartij hebben overleefd.[3] 
Ongeveer twee weken geleden schreven wij het volgende:De 28-jarige getuige Kimberley Suchomel die aan alles en iedereen vertelde dat er meerdere schutters actief waren, wordt dood in haar bed aangetroffen.[1]
Ze plaatste dan ook een aantal berichten op haar Facebookpagina waarop ze haar kant van het verhaal vertelt en waar ze onder andere het volgende schrijft: ""Er kwamen van alle kanten kogels op ons af....van achteren, van voren en vanaf de zijkant.[0] 
Maar, ik weet, ik weet gewoon dat er iemand op ons joeg.[0]
De hele tijd voelde ik dat"".[0] 
""Hoe verder wij ons verwijderden van het terrein, des te dichterbij klonken de schoten.[0] 
Ik bleef achterom kijken en verwachte de schutters te zien, en ik zeg schutters, want er was meer dan één persoon"". [0]
""Er werd door meer dan één geweer beschoten.[0] 
Daar ben ik 100 procent zeker van. [0]",31-10-2017,niburu,untrusted,2
18644,https://www.ninefornews.nl/nos-fake-news-propaganda-gele-hesjes/,NOS = fake news en verspreidt mainstream media-propaganda. Gele hesjes richten hun pijlen op publieke omroep,"In Hilversum heeft een groep gele hesjes gedemonstreerd bij het gebouw van de NOS.[1] 
Zo’n 100 demonstranten liepen van het station naar het Media Park.[1] 
Ze hadden flyers bij zich met daarop de tekst ‘NOS = fake news’ en zongen onderweg ‘NOS, weg ermee’.[1]
In hun oproep op Facebook stond dat de NOS burgers misleidt met ‘mainstream media-propaganda’.[1] 
De betogers gingen voor het gebouw in gesprek met hoofdredacteur van NOS Nieuws Marcel Gelauff.[1] 
Ze zeiden onder andere dat de NOS nepnieuws verspreidt en aan de leiband loopt van de politiek.[1] 
Gelauff zei: “Het laatste dat wij willen, is nieuws uitzenden dat niet klopt.[1] 
We willen laten zien wat er gebeurt en dat van verschillende kanten laten zien.”[1] 
“Verder staan we los van de politiek.[1] 
Als redactie hebben we geen mening,” vervolgde hij.[1]",2019-02-16,ninefornews,untrusted,1
6420,www.trouw.nl/home/de-koning-van-de-savanne-in-een-utrechts-weiland~a8280285/,De koning van de savanne in een Utrechts weiland,"Het was een wonderlijke vondst, gisteren in het Utrechtse Tienhoven.[0] 
Een hardloper vond een leeuwenwelp in een hondenbench.[1] 
Het dier, met ronde oortjes, bruine ogen en de uitstraling van een spinnende kitten, was in een weiland geparkeerd.[1]
Volgens dierenarts Peter Klaver, die om half tien op een zondagochtend gebeld werd, is het dier zo'n drie of vier maanden oud.[1] 
De politie had hem gevraagd de welp eventueel te verdoven maar dat bleek niet nodig.[1] 
Met kooi en al kon het dier de auto in.[1]
Het leeuwtje is nu bij Stichting Leeuw op landgoed Hoenderdaell bij Anna Paulowna.[1] 
Daar hebben ze 35 katachtigen, maar kregen ze niet eerder zo'n jonge leeuw binnen.[1]
Vooralsnog is het een raadsel hoe de koning van de savanne, een miniatuurversie weliswaar, in een Nederlands weiland is beland.[0] 
In sommige delen van Europa is het niet verboden om leeuwen als huisdier te houden, dus het zou kunnen dat het dier is achtergelaten door iemand die wel erg schrok van de snelheid waarmee leeuwen groeien. [1]",2018-10-07,trouw,trusted,1
2032,https://nu.nl/artikel/6123391,Duitse sporters willen discussie over snelle vaccinatie voor olympiërs,"De Duitse atletenvakbond wil een discussie op gang brengen over of sporters die naar de Olympische Spelen in Japan gaan snel gevaccineerd kunnen worden tegen het coronavirus, zodra alle kwetsbare groepen aan de beurt zijn geweest.[1] 
Athleten Deutschland publiceerde maandag een verklaring van acht pagina's over de zorgen van sporters, onder meer over de vaccinatieprocedure.[1] 
""Het wordt duidelijk dat niet alle atleten die meedoen gevaccineerd zullen zijn bij de Spelen"", schrijft de atletenvakbond.[1] 
""Sommige landen, zoals Hongarije, geven voorrang aan atleten.[1] 
In andere landen is de vaccinatiecampagne niet eens begonnen.[1]
Deze verschillen leiden wereldwijd tot een ongelijk speelveld.""[1] 
""De vaccinatiecampagne in Duitsland verloopt traag.[1] 
Risicogroepen en mensen met cruciale functies krijgen op dit moment terecht de prioriteit.[1] 
We willen echter een discussie voeren over de vraag of atleten die Duitsland internationaal vertegenwoordigen ook snel gevaccineerd moeten worden, zodra de risicogroepen aan de beurt zijn geweest.""[1] 
Volgens de belangenvereniging gaat de tijd dringen, want de Spelen beginnen op 23 juli.[1] ",22-3-2021,nu,trusted,1
21093,www.ad.nl/politiek/pechtold-bracht-d66-terug-naar-centrum-van-de-macht~a428b4dc/,Pechtold bracht D66 terug naar centrum van de macht,"Alexander Pechtold bracht zijn partij terug aan de top.[1] 
Dat had niemand verwacht toen hij als 'kereltje' aantrad twaalf jaar geleden.[0]
De cirkel is rond, vindt Alexander Pechtold.[0] 
Toen hij in 2006 aantrad als leider van D66 lag de partij in puin.[1] 
Met een schamele drie zetels in de oppositie na de eerste verkiezingen onder zijn leiding, bracht Pechtold de partij vorig jaar weer terug naar het centrum van de macht.[1] 
Toen hij dit voorjaar voor zichzelf de knoop doorhakte dat hij er mee wilde stoppen, hoopte hij het moment voor te zijn dat zijn houdbaarheidsdatum zou zijn verstreken.[0] 
Helaas voor hem heeft hij net iets te lang gewacht: zowel zijn populariteit als die van D66 kwamen de laatste maanden in een glijvlucht naar beneden.[1] 
Het gedoe over een appartement dat hij van een vriend had gekregen, zijn ex die de vuile was buiten hing in de Privé en kritiek bij zijn kiezers dat onder andere het referendum was weggegeven in de formatie.[1] 
D66 betaalt altijd de prijs als het meeregeert.[2] 
Dat kon ook Pechtold niet voorkomen.[1]",2018-10-06,ad,trusted,1.14
